submission_name,raw_scores,processed_scores,cosine_scores,token_scores
new_code.py,0.29939664993038273,0.2748729821853495,0.3873415431384494,0.16362159967519285
harshil.py,0.21695441673517857,0.23876747658476993,0.3255128560068864,0.11611855460820138
sreehari.py,0.31438840396540146,0.3078077211610595,0.30547403215242863,0.18026796589524968
hai_code.py,0.28096742093194305,0.27484252474611137,0.38749665647468956,0.16483962647178238
linybenny.py,0.2470614525139665,0.23782020792281033,0.343931157091895,0.13398294762484775
devanandos.py,0.21727643186601586,0.19541616405307605,0.24514908016882866,0.11774259033698742
